RegionID,RegionName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
22,Indiana,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118200,119500,120300,123400,124e3,124500,123700,121800,121300,122100,125700,128500,129800,130700,129700,128100,126200,125200,119600,114900,111700,114100,116600,119700,122200,124e3,126200,127400,128500,128700,129500,129900,130600,131200,133e3,134300,134900,134200,132900,130900,132100,132700,135800,136600,136800,136300,135500,135200,135800,137100,138600,139200,138800,139100,141600,143e3,143700,141900,141900,142100,141800,142200,142e3,142900,143900,145100,148900,149400,151700,150600,151700,150300,149900,151500,153900,154900,155e3,155300,
8,Arizona,16,222200,213400,204400,198700,193e3,188400,181400,175e3,166500,157700,148700,141100,134400,127800,122900,123500,127400,131900,134300,134800,136500,135800,136400,135800,136200,135200,132200,131500,129700,129200,127700,126400,125100,121200,120100,119500,119400,117e3,113300,114e3,114500,115800,117100,118400,122900,123400,120200,115700,114900,118800,122400,125100,127200,130400,131e3,134600,137900,142e3,143500,144e3,145400,147600,149700,152100,153900,154700,155100,156e3,156300,158e3,158500,158700,158600,158400,158600,157800,158500,159400,161900,162800,163800,163800,164200,166500,168600,170600,171600,173300,174e3,174800,175600,177e3,178300,181700,183800,185900,185700,186900,188400,190400,191900,194e3,194500,196500,198600,199900,202300,203800,207e3,207300,208700,209300,211500,213500,216700,218400,222600,224300,229400,229800,229400,226500,224200,225600,228200,232100,233e3,233500,233300,230400,
53,Tennessee,17,118900,118700,117600,116700,116400,116100,115100,113300,110700,107800,107600,109700,111e3,111300,109700,111700,112300,114e3,114200,115100,115600,114800,114600,113200,114300,114600,115700,114800,112e3,110500,109200,110300,110500,113300,115500,115600,114600,112600,111500,109500,109500,110700,111400,111200,110800,112500,112100,112100,110900,112900,113400,113600,112500,112600,113e3,114200,115300,117300,117700,118100,117600,119200,120500,122e3,123300,123e3,122900,121700,122600,122600,122100,123700,125400,127600,127400,128100,13e4,131e3,131200,131600,132900,135200,135700,136500,137e3,137400,137900,137900,138800,139200,140100,140600,141100,140800,142200,143300,144300,144900,145800,146900,147900,150600,152200,154900,154600,156e3,157e3,158400,158800,159100,158300,16e4,160500,164300,165800,167900,169600,171500,175100,177300,180100,178900,176700,174300,172900,173600,173e3,175e3,176300,177700,
32,Missouri,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128100,128400,128700,129e3,130400,130600,129600,129500,126700,130400,130600,135700,135300,137200,138700,139100,139500,139200,139e3,138500,137900,138800,138200,138800,137700,139200,140100,141200,140700,139500,139900,140700,143400,147e3,149600,150100,149e3,149300,149400,149600,148400,148900,147900,148900,149e3,150100,15e4,149900,15e4,150300,150100,149800,151100,151900,152600,151500,151200,156700,157200,157500,152100,152100,152300,152500,153300,154e3,155800,157100,159100,166e3,167100,167400,161400,159e3,158500,156800,157100,157e3,159400,160900,
27,Maryland,19,269e3,267e3,262300,256200,252100,252900,253500,253800,251900,247700,246500,246900,250900,250400,243e3,236300,227e3,230900,229600,233600,229500,232400,232900,232800,230800,226600,222100,214400,207900,202500,200500,204300,206600,207500,213700,224400,217300,202500,180200,177200,179200,190500,203600,206900,210100,208900,213900,211700,215100,217200,222800,225e3,223800,223300,217800,222700,224600,226300,227600,222800,225400,223900,230400,233400,239300,241100,239700,235e3,234900,235400,237500,236400,240400,238900,241700,239900,241e3,240300,240900,240900,239800,240400,238600,236400,235200,238e3,238600,243400,243100,244100,241500,241100,241600,242500,240900,245200,246200,249900,248600,249400,252500,253700,252700,255600,256500,257200,254500,256600,258800,259600,259e3,258700,256800,256600,260200,262400,264400,264e3,267200,266600,269600,269e3,269400,266200,264600,266300,267100,267900,266300,264600,
60,Wisconsin,20,157500,153900,152e3,148200,148100,146800,146200,145400,145900,144300,142800,141400,141200,139400,137e3,135800,135800,136500,137500,138800,139e3,140500,139700,142400,143200,141800,137900,135200,135400,136400,135200,134500,134700,137e3,140200,140300,139200,134400,133100,131900,132800,133400,134200,135800,135900,134300,134e3,132700,132700,132500,133e3,134500,135600,137800,137500,137800,135300,138e3,140900,144100,144e3,144400,143600,145300,145500,147800,148e3,146300,145200,144700,142600,140700,141100,142300,145e3,144600,147500,148800,150400,147200,148e3,148300,152500,153200,153900,154200,155600,155600,155700,154e3,153800,154200,154100,154e3,153e3,155100,158500,160300,159400,158600,158100,158600,158500,159900,161100,162700,163500,163800,163200,162500,163400,163900,165100,165200,164900,165900,166800,168e3,168200,169900,172100,173900,172800,173500,172400,172400,172200,174800,178600,178900,
31,Minnesota,21,198300,194300,189700,183900,182600,181900,183600,182300,181100,177600,175300,172100,169700,164900,161500,159e3,159900,162400,165700,166800,166800,166100,166100,165e3,164500,163200,160900,158200,158400,159600,159600,159100,158600,160400,157800,157400,152800,150400,145200,144200,145100,146500,146700,146900,147500,147900,148600,148e3,148200,147500,148800,151300,155100,158700,160600,161500,162500,164100,163500,162800,161400,162700,164200,167700,170900,174100,176e3,177400,178e3,178500,177900,179700,180500,181800,181e3,180800,181100,183e3,183300,183600,184500,187200,190300,194900,199400,203900,202800,201100,198500,197900,197700,197100,198500,199900,201800,203e3,205200,205100,205100,203600,204100,203900,205100,206600,207500,206700,206600,206800,208e3,209400,211100,211900,212200,212600,214e3,215300,216100,216800,220500,224900,227600,228e3,226200,227e3,226e3,225500,224200,225300,227500,228e3,
10,Colorado,22,206300,202200,200200,198600,200800,202300,202e3,199700,194600,189100,182600,180900,180500,183200,184300,188300,192400,198900,200500,201800,199500,202100,201900,204e3,202200,201200,199200,197700,201100,205400,208600,208100,205300,205500,201200,199600,195300,194100,193e3,192600,193800,194700,197e3,196900,198200,197400,197800,195500,196800,200800,208300,213700,217400,219200,221e3,223900,225200,226500,225300,225e3,224900,227700,23e4,233100,235e3,236200,237700,237500,236500,235300,234900,236600,238300,240300,241600,242800,244900,246500,248500,249800,253800,256e3,26e4,261100,264100,265400,268e3,268400,269600,270700,272800,274700,277100,280200,283800,286400,287600,286900,288700,292500,297300,299800,301500,303800,305300,307900,310100,314900,316900,318900,318500,32e4,320200,323300,325700,330500,333500,340700,343600,349400,350800,356e3,357e3,355700,353e3,354100,355800,357800,356800,358500,
4,Alabama,23,126100,127600,124e3,124300,120800,120400,116700,115300,113100,113400,113400,116e3,116e3,114800,113400,114800,117600,116300,114700,113100,115400,117500,121100,119500,119300,116200,114600,111900,107700,106100,103900,105e3,106800,109300,110300,11e4,106200,104600,104200,107400,108200,110100,109500,109700,108300,109100,108e3,107100,105e3,104500,106600,109200,112400,112900,115e3,114800,113900,113600,116400,117200,116500,113800,113900,116200,120100,122e3,122400,121600,120900,122100,122500,124e3,122300,121500,12e4,119700,120100,122900,123700,124800,125600,125e3,125100,125200,128200,129800,130700,129300,127900,125100,124600,124100,125e3,126400,128500,13e4,131e3,133500,136200,138700,138800,138100,137e3,137500,138300,137700,136600,136e3,136900,137300,137700,137e3,137800,138200,140800,142100,143200,144900,148400,155300,158800,159600,155500,152200,149100,146200,148600,149e3,152500,151500,
51,South Carolina,24,142e3,140900,138300,137e3,136700,135900,134800,132e3,130300,128100,128900,129500,131400,130600,128700,127500,128500,131500,131300,130600,129300,130500,132800,133200,134e3,133800,132900,129800,126100,125300,127500,129e3,130900,129400,13e4,129400,129300,126400,124e3,123800,127100,128500,127700,125100,122800,122900,126200,127300,127200,124e3,125500,127600,129800,130100,131200,129300,129500,129700,134400,136400,136200,135200,136500,137600,138200,138500,139e3,138200,137800,137200,138400,138200,138600,139300,142200,145400,146e3,144600,143800,145100,146400,148200,148200,150100,152100,153600,152800,152800,155100,157100,157900,158100,155700,156600,159800,162800,162900,16e4,160600,161e3,161200,161300,161500,162700,163e3,162100,165600,167900,17e4,167500,165800,164700,164100,165100,166600,167300,168e3,169500,175500,181100,184300,182600,179300,177500,174700,173300,174100,175400,176400,175300,
25,Louisiana,25,139500,136600,138400,138500,141400,141300,139200,138500,135600,135e3,135300,141e3,144300,143800,141e3,141800,143600,143400,143600,143600,147200,144900,144900,142600,142500,140700,140500,141900,140300,137900,136600,14e4,143400,145400,145200,143400,138700,134700,133100,136200,136700,138500,137300,138e3,137500,135700,135300,134100,134e3,135500,137500,140700,141800,142200,145e3,147300,149100,145900,146100,146300,150300,150700,150900,148900,149200,149300,150900,150800,150700,151200,150400,151e3,152600,152400,152200,152200,153300,154900,155800,157100,158500,158700,159900,163200,163700,165100,163100,164400,164300,162900,162900,163200,164300,165800,167500,169800,170100,169800,168900,168800,169300,169e3,169700,169400,169800,168600,168800,167800,167200,165800,166400,166900,167700,168800,169400,169800,169300,169900,174100,177200,176400,173400,170700,172400,171100,171300,170400,169300,171800,169200,
24,Kentucky,26,115100,113800,113e3,112700,111400,111500,109700,109e3,103500,102700,101500,104500,104200,106e3,106400,108500,109500,111600,111600,113300,114700,115500,114400,111500,112400,113500,115500,115e3,112400,110900,109700,108400,110600,114800,118200,117500,113700,112900,111200,111600,112200,112800,111700,110800,111e3,111600,113e3,111800,112800,113500,116100,116600,116700,116700,118e3,119200,119500,118600,117400,116300,116200,116100,117300,117200,118e3,118800,119400,12e4,119600,118900,116300,115300,114700,117400,120200,123300,125100,125300,124700,124400,125300,127500,128800,131400,133e3,134900,134400,135800,134400,134500,134e3,136800,137600,140900,142800,143200,140300,138700,138900,139800,140500,141800,142500,142100,142200,142800,144e3,145300,144900,145700,144600,145500,145600,146200,147800,149100,150900,151900,153300,155500,153800,152700,149600,150200,149700,150200,150600,151400,152600,154900,
46,Oregon,27,255100,248800,243300,241600,241100,239700,234200,233500,230300,229300,229100,232100,230400,224200,215200,212700,211100,212200,210500,210700,210500,211400,211800,211200,212500,210200,207200,203e3,203e3,203800,204400,202900,202100,199500,196200,190800,187100,182900,180700,180600,183300,187100,188600,189200,191600,189700,189100,185400,186200,185800,187400,192900,197700,201500,203800,206100,209300,207800,210500,209e3,214100,216900,224e3,227300,230300,230600,232600,233300,234700,234100,233700,234600,235600,235900,235400,235900,237600,239800,240800,242200,241300,241400,241800,243400,246400,249200,251500,252900,252400,252700,252e3,253700,254900,258100,261300,263700,266200,268300,270700,272100,270800,273400,276600,281100,283600,285700,290100,292600,293700,293100,293500,295100,297700,300100,302200,303600,307600,311100,318500,322700,325300,324900,322400,323700,322800,325500,324500,326200,327100,328900,
45,Oklahoma,28,97200,99e3,98800,102200,102500,103700,100800,101200,98500,96200,92800,95500,100800,104200,104400,104800,106300,106200,105200,104900,105900,104100,102100,100800,103200,108100,109200,109100,104300,101100,100200,100500,102700,102500,103700,105300,103300,102600,101900,103400,105900,107e3,108200,108500,107400,109400,106600,107400,107e3,111100,113e3,113e3,112400,113300,115500,117600,118600,118e3,118300,118100,119400,120100,120700,120300,120500,121200,122400,122700,123e3,123700,121600,120800,121300,124400,125800,126e3,126900,127200,127500,128200,129200,129800,127600,127500,128e3,129800,129900,130100,130600,130900,131200,131200,131200,130500,132100,132800,133100,131700,130900,131e3,131e3,129900,130200,130600,131800,131800,131900,132700,133100,134700,135500,135900,135400,134700,133800,134e3,134900,136900,136800,138500,138600,138200,138e3,137800,137500,137500,138500,141900,143100,143300,
11,Connecticut,29,265800,264500,253900,241300,235e3,236600,237300,237200,234100,232e3,229700,228700,229800,226400,221400,216200,214600,216e3,217e3,22e4,224700,229800,235800,240900,246500,244200,234700,225900,222800,231200,232800,238900,240200,246700,248500,245700,241600,239400,236e3,235e3,227200,228100,228300,227400,224100,218500,222200,222200,226100,228500,227500,226600,223e3,223300,220600,220800,222200,224500,222e3,218500,218500,223400,228300,230300,229700,235e3,233500,233300,228e3,228300,228700,227600,223100,219700,220100,223500,225800,225200,223500,222e3,224300,223600,221700,218100,22e4,222e3,221500,220500,220500,220600,220800,219300,216800,216700,217900,224200,224500,225200,221300,222500,219200,220600,221500,225400,225e3,225200,226400,229300,23e4,229500,225600,225300,223200,227700,226600,232100,233800,237300,239e3,242300,247500,248300,241900,237400,233500,237900,236600,236700,235300,236500,
19,Iowa,30,12e4,122e3,118600,116400,116200,115600,114600,114100,112900,115600,114600,116300,113900,114800,115100,116200,116400,115200,112700,113400,114300,116400,115800,115200,115700,117200,118500,117900,115500,115700,116700,119600,12e4,119800,118100,117400,115700,115800,114300,116100,117700,120500,119700,121700,118800,119300,115700,116700,117100,118300,120100,120600,121800,122100,121700,121900,122400,125200,124800,126400,126300,128300,127400,128900,129200,129e3,126200,126400,126600,126100,123100,122600,123400,123900,124500,124900,126900,127800,129100,129600,130200,130200,130700,131e3,133500,134100,134900,133600,133800,133500,133200,132900,132600,134200,137300,141300,140700,138900,136100,136900,137600,137400,137300,137600,138700,139900,140400,141400,141200,141100,140900,140900,141100,141700,142300,145600,145300,144600,143800,149500,152800,151800,148800,149500,150200,149800,148700,150400,150300,150700,
6,Arkansas,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,115e3,114500,115200,115300,115700,118500,117200,118900,116700,121100,122100,125900,127400,126700,129e3,129e3,130400,126800,128700,128800,131e3,129600,128500,127900,127400,129100,129400,127900,125500,123300,121800,121500,120800,122100,121400,122e3,121900,121500,121300,122e3,122700,124700,124300,129500,130600,132900,131100,130600,13e4,128900,128900,128900,128500,128900,129900,130700,130800,129500,131200,131e3,132900,133500,134300,134400,135100,135e3,136100,136800,136700,136100,134400,135800,136e3,136400,136200,137300,139400,14e4,140400,142900,143600,143100,140100,140500,141300,140600,140400,142700,146300,149200,
