"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"Hartford, CT",43,,,,,,,,,,,,,,,,2225,2000,1850,1900,1800,1725,1750,1800,1750,1750,1750,1800,1875,1900,1850,1700,1850,1800,1800,1800,1850,1900,1700,1650,1700,1700,1800,1800,1850,1650,1600,1650,1600,1650,1600,1600,1700,1850,1850,1800,1700,1650,1675,1600,1700,1700,1750,1800,1750,1675,1850,1850,1850,1997.5,1750,1650,1650,1650,1650,1620,1900,1950,1750,1900,1700,1650,1675,1575,1650,1699.5,1600,1600,1675,1650,1695,1600,1650,1625,1800,1750,1750,1700,1650,1800,1800,1895,1895,1750,1800,1700,1800,1650,1700
"Richmond, VA",44,,1250,1200,1297.5,1300,1275,1175,1200,1200,1125,1200,1250,1300,1282.5,1300,1295,1300,1300,1325,1400,1395,1350,1350,1350,1385,1437.5,1400,1495,1495,1450,1400,1400,1400,1400,1395,1400,1400,1400,1495,1495,1450,1500,1500,1495,1495,1495,1495,1475,1485,1475,1475,1500,1495,1524.5,1575,1550,1500,1495,1500,1495,1495,1495,1500,1500,1500,1500,1500,1495,1500,1500,1500,1500,1550,1550,1575,1520,1600,1600,1550,1495,1500,1437.5,1500,1500,1500,1550,1600,1600,1650,1695,1635,1600,1600,1600,1550,1400,1400,1495,1500,1600,1600,1600,1600,1600,1600,1600,1600,1400
"New Orleans, LA",45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,2000,2100,2000,1950,1800,1750,1600,1675,1600,1600,1800,2000,2200,2200,1950,2000,1900,1925,1900,1800,1825,1800,1800
"Buffalo, NY",46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,975,950,900,800,800,925,887.5,895,900,850,845,950,925,950,925,1000,900,850,850,897.5,912.5,800,850,900,1000,1025,900,950,950,950,975,900,900,900,900,900,942.5,975,962.5,950,925,950,895,950,900,925
"Raleigh, NC",47,,,,,,,,,,,,,,,,,,1500,1500,1425,1400,1495,1495,1495,1245,1247.5,1250,1295,1297.5,1397.5,1500,1472.5,1495,1500,1312.5,1147.5,1275,1350,1395,1497,1595,1600,1500,1500,1482.5,1450,1425,1395,1475,1450,1450,1472.5,1400,1450,1595,1597,1595,1495,1500,1497.5,1512.5,1495,1600,1525,1500,1575,1662.5,1645,1525,1572.5,1550,1595,1599.5,1600,1635,1595,1650,1645,1622,1599,1604,1600,1600,1630,1650,1650,1750,1750,1695,1700,1700,1649,1645,1660,1695,1660,1650,1685,1745,1762.5,1757.5,1695,1675,1695,1657.5,1647.5,1632.5,1662.5
"Birmingham, AL",48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.5,1500,1495,1495,1472.5,1495,1500,1500,1475,1400,1495,1450,1495,1395,1260,1395,1395,1500,1595,1525,1475,1495,1475,1450,1395,1395
"Salt Lake City, UT",49,,,,,,,,,,,,,,,,,,,,1372.5,1395,1350,1300,1295,1295,1347.5,1300,1399.5,1399.5,1350,1300,1395,1350,1375,1395,1300,1300,1395,1400,1395,1395,1395,1395,1350,1372.5,1350,1300,1300,1300,1325,1350,1395,1400,1450,1400,1400,1395,1395,1395,1395,1450,1449.5,1450,1440,1462.5,1462.5,1492.5,1550,1500,1495,1480,1460,1550,1595,1495,1595,1550,1525,1502.5,1495,1572.5,1575,1525,1572.5,1560,1680,1695,1750,1700,1695,1695,1695,1695,1650,1695,1695,1795,1725,1800,1795,1795,1795,1792.5,1699,1747.5,1775,1795,1800
"Rochester, NY",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1497.5,1400,1220,1200,1250,1200,1200,1300,1350,1497.5,1550,1400,1350,1450,1400,1297.5,1250,1250,1297.5
"Grand Rapids, MI",51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1463,1400,1431.5,1297.5,1431.5,1645,1600,1600,1600,1600,1500,1600,1575,1511,1450,1400,1465,1400,1400,1400,1500,1600,1600,1585,1600,1600,1497.5,1500,1600,1600,1500,1600
"Tucson, AZ",52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780,1695,1695,1550,1400,1525,1475,1450,1700,1800,1775,1750,1697.5,1550,1500,1451,1406.5,1395,1550,1624.5,1800
"Urban Honolulu, HI",53,,,,,,,,,,,,,,,2900,2800,2800,2900,2900,2850,2875,2612.5,2600,2600,2600,2600,2600,2600,2700,2700,2772.5,2800,2850,2900,2600,2650,2800,2600,2800,2850,2850,2700,2600,2800,2700,2600,2600,2600,2500,2500,2650,2800,3100,3000,2800,2700,2850,2832.5,2900,2900,2950,2900,3000,3175,3050,3100,3000,3000,3200,3200,3200,3000,2900,3050,3100,3000,3350,3100,3000,3000,3000,3000,3050,2925,3100,3250,3225,3200,3200,3195,3000,3000,3000,2950,2950,2900,2900,2961,3000,3000,3075,3100,3000,2900,2947.5,2900,3000,3000
"Tulsa, OK",54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1275,1400,1450,1495,1422.5,1500,1495,1490,1550,1525,1400,1500,1495,1495,1495,1497.5,1572.5,1500,1500,1580,1600,1600,1412.5,1500,1600
"Fresno, CA",55,,,,,,,,,,,,,,,,,,1800,1695,1685,1595,1495,1595,1412.5,1325,1350,1200,1184,1200,1200,1200,1297.5,1295,1250,1200,1195,1200,1295,1295,1237.5,1350,1337.5,1397.5,1400,1400,1395,1485,1395,1395,1395,1395,1395,1400,1500,1495,1525,1495,1500,1495,1430,1495,1495,1400,1495,1495,1550,1550,1550,1595,1550,1495,1495,1500,1595,1595,1600,1650,1530,1550,1550,1600,1550,1495,1595,1600,1650,1650,1680,1650,1650,1695,1695,1675,1650,1600,1695,1600,1650,1695,1697.5,1695,1687.5,1650,1695,1717.5,1750,1772.5,1700
"Worcester, MA",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1700,1700,1662.5,1550,1595,1600,1600,1500,1600,1675,1600,1700,1750,1700,1700,1775,1800,1800,1800,1850,1900,1872.5,1750,1700,1625,1650,1795,2000,1800,1885,1800,1700,1800,2000,1900,1800,1825,1600,1600,1695,1700,1697.5,1700,1695,1677.5,1700,1800,2000,1850,1800,1700,1800,1800,1900
"Stamford, CT",57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000,3950,4000,3995,3775,3700,3500,3600,3800,3750,3800,3700,3850,3900,3950,3900,3800,3800,3600,3599.5,3800,3972.5,4000,3800,3990,3650,3850,4200,3600,3300,3500,3400,3100,3500,3700,3800,3950,3850,3700,3500,3350,3400,3200,3300,3300,3400,3500,3800,3800,3800,3600,3500,3500,3600,3500,3500
"Albuquerque, NM",58,,,,,,,,,,,,,,,,,,,,,1295,1295,1325,1350,1350,1400,1367.5,1250,1350,1400,1300,1295,1200,1250,1250,1299,1300,1350,1350,1350,1312.5,1300,1300,1350,1300,1295,1295,1295,1295,1275,1275,1300,1350,1395,1350,1295,1295,1285,1295,1297.5,1295,1325,1350,1350,1395,1350,1362.5,1350,1300,1300,1350,1350,1325,1380,1395,1400,1450,1400,1350,1325,1350,1350,1350,1300,1350,1375,1395,1400,1400,1400,1450,1400,1375,1400,1400,1395,1395,1400,1462.5,1497.5,1495,1495,1495,1450,1495,1475,1400,1425
"Albany, NY",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1700,1600,1600,1525,1650,1600,1690,1725,1690,1600,1650,1700,1682.5,1700,1650,1600,1750,1700,1650,1625,1700,1750,1800
"Omaha, NE",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475,1400,1400,1400,1247.5,1200,1200,1250,1400,1375,1362.5,1300,1400,1472.5,1350,1500,1595,1497.5,1395,1575,1590,1695,1550,1522.5,1550,1550,1600,1550,1595,1497.5,1497.5,1450,1399.5,1450,1500,1650,1550,1650,1600,1400,1450,1250,1337.5,1300,1437.5,1550,1597.5,1600,1495,1550,1595,1537.5,1500,1475,1425,1500,1500,1572.5,1600,1595,1500,1555,1550,1537.5,1395,1600,1500,1500
"New Haven, CT",61,,,,,,2050,1900,1625,1400,1400,1600,1550,1567.5,1500,1700,1645,1895,1725,1800,1775,1700,1700,1800,1700,1595,1800,1800,1800,1975,1850,1800,1800,1775,1600,1700,1675,1800,1800,1700,1875,1800,1800,1800,1865,1800,1600,1600,1550,1550,1550,1550,1650,1650,1700,1675,1675,1697.5,1737.5,1600,1500,1650,1650,1750,1695,1700,1650,1650,1600,1600,1695,1575,1575,1650,1650,1800,1800,1737.5,1600,1800,1800,1800,1800,1650,1700,1600,1587.5,1600,1650,1700,1697.5,1775,1800,1700,1700,1600,1650,1650,1800,1850,1800,1800,1820,1800,1800,1700,1700,1650,1700
"Bakersfield, CA",62,,,,,,,,,,,,,,1475,1450,1400,1500,1450,1497.5,1450,1400,1500,1500,1487.5,1400,1500,1400,1450,1475,1497.5,1500,1500,1450,1400,1400,1400,1545,1450,1500,1600,1600,1550,1500,1500,1445,1450,1425,1495,1500,1500,1495,1500,1472.5,1550,1549.5,1550,1562.5,1525,1547.5,1547.5,1550,1575,1595,1575,1575,1595,1600,1595,1550,1550,1500,1550,1600,1600,1600,1595,1600,1600,1600,1575,1537.5,1595,1575,1550,1575,1595,1575,1600,1600,1600,1600,1600,1650,1597.5,1600,1600,1600,1600,1600,1650,1650,1650,1650,1675,1675,1695,1695,1727.5
"Knoxville, TN",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1600,1500,1637.5,1800,1700,1800,1800,1700,1700,1695,1697.5,1650,1795,1700,1747.5,1672.5,1645,1775,1650,1650,1787.5,1782.5,1660,1687.5
"Greenville, SC",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1550,1495,1500,1600,1600,1595,1550,1550,1595,1550,1595,1800,1785,1650,1620,1595,1600,1599,1580,1595,1450,1400,1400,1410
"Ventura, CA",65,,,,,,,,,,,,,2675,2650,2900,2950,3000,2800,2782.5,2757.5,2797.5,2600,2650,2550,2650,2650,2800,2550,2700,2800,2800,2850,2700,2500,2600,2600,2600,2554.5,2600,2600,2650,2700,2650,2900,2850,2750,2700,2795,2750,2700,2650,2700,2950,2892.5,2890,2900,2800,2900,2939,2950,2900,2800,2850,2950,3150,3195,3097.5,3000,2950,2995,2995,3000,3000,3039,3000,2950,3100,3000,3150,3000,2900,3100,3000,3100,3000,3150,3200,3290,3292.5,3300,3300,3262.5,3100,3100,3200,3200,3200,3200,3312.5,3475,3500,3395,3395,3397.5,3395,3500,3500,3400
"Allentown, PA",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1500,1500,1500,1300,1285,1337.5,1337.5,1312.5,1397.5,1400,1450,1595,1597.5,1700,1500,1426,1600,1400,1400,1463,1426,1525,1500,1500,1632.5,1597.5,1550,1600,1550,1650,1600,1500,1550,1737.5,1662.5,1537.5,1413,1450,1600,1413,1559,1400,1600,1450,1500,1600,1600,1700,1600,1400,1450,1350,1400,1436,1550,1362.5,1595,1700,1600,1495,1500,1500,1487.5,1475,1550,1537.5,1500
"El Paso, TX",67,,,,,,,,,,,,,,1495,1400,1400,1400,1400,1450,1395,1395,1350,1395,1450,1487.5,1400,1450,1450,1395,1375,1350,1325,1340,1350,1350,1295,1237.5,1250,1250,1250,1295,1295,1250,1275,1297.5,1250,1295,1250,1200,1200,1250,1300,1300,1300,1295,1295,1300,1295,1295,1250,1250,1250,1260,1295,1295,1290,1295,1295,1292.5,1295,1295,1275,1275,1295,1250,1350,1250,1300,1250,1250,1295,1250,1250,1250,1250,1250,1295,1300,1297.5,1300,1295,1295,1285,1295,1275,1250,1250,1250,1300,1350,1350,1390,1400,1395,1347.5,1300,1300,1300
"Baton Rouge, LA",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1887.5,2000,2000,2000,1895,1637.5,1600,1775,1850,1800,1750,1625,1500,1500
"Dayton, OH",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1362.5,1450,1450,1400,1395,1400,1437.5,1375,1397.5,1395,1350,1400,1337.5,1375,1400,1375,1472.5,1499.5,1400,1350,1250,1272.5,1387,1437.5,1275,1475,1400,1350,1450,1290,1350,1450,1350,1200,1350,1200,1399,1495,1425,1500,1430,1455,1350,1350,1350,1300,1350,1410,1350,1260,1350,1276,1300,1395,1265,1235,1250,1215
"McAllen, TX",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1825,1775,1650,1700,1700,1662.5,1650,1800,1800,1800,1800,1800,1750,1750,1750,1775,1850,1850,1850,1800,1750,1875,1825,1700
"Columbia, SC",71,,,,,,1650,1422.5,1500,1397.5,1350,1535,1475,1475,1325,1450,1400,1375,1350,1350,1337.5,1295,1250,1250,1295,1297.5,1300,1300,1322.5,1350,1300,1272.5,1295,1285,1250,1250,1250,1275,1250,1350,1372.5,1300,1375,1350,1350,1300,1350,1400,1395,1350,1300,1275,1300,1370,1300,1450,1300,1300,1300,1300,1350,1395,1350,1350,1350,1385,1350,1350,1350,1350,1350,1350,1375,1395,1375,1395,1362.5,1395,1325,1350,1350,1350,1375,1350,1350,1345,1395,1395,1450,1500,1400,1400,1450,1412.5,1450,1385,1367.5,1350,1400,1400,1425,1425,1407.5,1425,1400,1425,1450,1400,1450
"Greensboro, NC",72,,,,,,,,,,,,,,,,,,,,,,1450,1250,1447.5,1595,1550,1545,1600,1797.5,1800,1500,1497,1399.5,1350,1325,1295,1295,1350,1324.5,1250,1195,1325,1350,1325,1325,1395,1275,1200,1275,1295,1275,1350,1350,1400,1400,1400,1395,1375,1350,1300,1350,1375,1395,1450,1495,1475,1475,1469,1450,1425,1475,1375,1495,1500,1485,1595,1502.5,1495,1525,1500,1495,1495,1410,1450,1395,1547.5,1550,1595,1595,1600,1562.5,1550,1550,1550,1547.5,1495,1500,1500,1495,1550,1549,1600,1575,1585,1595,1595,1595,1550
"Akron, OH",73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,960,900,907.5,915,1000,1097.5,1075,950,967.5,995,950,995,951.5,950,987.5,950,1025.5,950,925,924,887.5,900,895,850,892,950,900
"North Port-Sarasota-Bradenton, FL",74,,,,,,,,,,,,,,2500,2400,2495,2500,2495,2425,2495,2600,2650,2500,2500,2500,2500,2500,2500,2350,2500,2500,2450,2500,2500,2300,2097.5,2200,2100,2200,2100,2100,2100,1950,2039,2009,2100,2100,1950,2000,1975,1985,2100,2100,2100,2100,2200,2200,2200,2257.5,2100,2200,2225,2400,2325,2300,2225,2250,2222.5,2200,2100,1995,2095,2150,2195,2200,2285,2295,2169,2300,2050,2159.5,2425,2095,2149,2169,2249.5,2280,2395,2400,2400,2400,2295,2250,2197.5,2200,2285,2400,2375,2375,2395,2700,2425,2362.5,2400,2400,2437.5,2500,2395
"Stockton, CA",75,,,,,,,,,,,,1595,1550,1575,1565,1500,1495,1595,1500,1500,1550,1595,1525,1500,1500,1550,1500,1500,1595,1550,1550,1567.5,1595,1500,1500,1500,1512.5,1500,1525,1495,1500,1535,1500,1500,1550,1649.5,1550,1597.5,1597.5,1595,1646,1695,1650,1695,1650,1695,1695,1672.5,1695,1695,1650,1695,1724.5,1750,1695,1700,1772.5,1750,1850,1750,1750,1850,1850,1850,1795,1850,2050,1800,1850,1850,1888,1900,1897.5,1965,2095,2097.5,2000,2100,2195,2200,2200,2150,2175,2145,2100,2195,2200,2250,2300,2300,2300,2300,2299.5,2300,2295,2295,2250,2250
"Syracuse, NY",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1450,1500,1600,1500,1400,1300,1200,1275,1100,1050,1200,1200,1137
"Colorado Springs, CO",77,,,,,,1500,1495,1495,1497.5,1395,1425,1400,1400,1397.5,1500,1475,1450,1450,1450,1400,1400,1395,1350,1350,1350,1400,1450,1400,1400,1400,1395,1395,1350,1395,1395,1395,1395,1450,1425,1450,1425,1425,1450,1485,1450,1400,1400,1400,1400,1450,1450,1495,1495,1495,1500,1500,1500,1500,1500,1450,1495,1495,1550,1595,1595,1595,1600,1595,1575,1595,1500,1552.5,1595,1595,1600,1595,1595,1595,1612.5,1637.5,1585,1537.5,1525,1650,1695,1695,1700,1750,1700,1725,1750,1750,1750,1700,1695,1700,1710,1800,1845,1800,1800,1800,1795,1795,1795,1800,1800,1795
"Winston-Salem, NC",78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.5,1297.5,1365,1350,1350,1250,1325,1400,1350,1200,1312.5,1262.5,1285,1250,1295,1250,1250,1225,1212.5,1225,1225,1200,1225,1295,1340,1340,1300,1312.5,1350,1350,1350,1350,1350,1337.5,1300,1325,1295,1337.5,1325,1300,1312.5,1295,1325,1350,1400,1340,1350,1300,1350,1395,1312.5,1350,1295,1422.5,1395,1400,1395,1445,1450,1425,1450,1450,1400,1450,1450,1395,1395,1445,1425,1472.5,1495,1450,1412.5,1400,1425,1445,1462.5,1395,1457.5
"Wichita, KS",79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1195,1197.5,1197.5,1195,1262.5,1195,1162.5,1195,1200,1200,1212.5,1257.5,1250,1250,1295,1250,1200,1300,1200,1200,1195,1200,1185,1102.5,1145,1105
"Springfield, MA",80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,1500,1575,1799,1799.5,1995,1900,2125,1950,2062.5,2100,2012.5,1717.5,1947.5
"Fort Myers, FL",81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,1925,2100,2000,2050,2000,2000,2075,2100,2200,2250,2200,2100,2000,2187,2199,2000,2067.5,2225,2200,2150,2150,2100,2300
"Boise City, ID",82,,,,,,,,,,,,1095,1050,1095,1095,995,995,1050,1095,1095,1095,1095,1050,995,1000,1040,1050,1085,1125,1150,1150,1147.5,1195,1100,1150,1150,1095,1172.5,1212.5,1225,1195,1195,1195,1200,1200,1195,1195,1195,1195,1195,1200,1300,1300,1300,1295,1250,1275,1295,1250,1250,1295,1345,1399,1350,1350,1350,1350,1295,1295,1295,1295,1295,1350,1350,1400,1350,1395,1400,1410,1395,1450,1395,1300,1375,1405,1495,1495,1450,1485,1525,1472.5,1495,1495,1475,1500,1550,1550,1525,1562.5,1595,1695,1695,1650,1650,1550,1595,1595,1595
"Toledo, OH",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725,755,750,750,777.5,875,815,775,840,797.5,797.5,750,750,780,750,837.5,897,900,875,904.5,985,870,900,895,897.5,850,825
"Lakeland, FL",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,1390,1375,1385,1395,1395,1395,1420,1400,1495,1485,1395,1400,1395,1400,1450,1450,1450,1450,1450,1495,1500,1497.5,1497.5,1450,1450,1477.5,1499.5,1495,1500,1545,1600,1595,1595,1550,1575,1537.5,1525,1549,1500,1529.5,1525
"Ogden, UT",85,,,,,,,,,,,,,,,,,,,1172.5,1100,1100,1100,1125,1100,1100,1100,1175,1150,1150,1150,1197,1137.5,1150,1100,1095,1085,1125,1197.5,1200,1200,1200,1250,1250,1250,1249,1200,1200,1197.5,1195,1195,1195,1200,1200,1200,1200,1200,1200,1212.5,1200,1225,1225,1295,1275,1280,1275,1250,1212.5,1250,1250,1250,1250,1215,1250,1300,1250,1272.5,1299.5,1295,1350,1272.5,1295,1250,1300,1295,1295,1297.5,1350,1400,1435,1482.5,1450,1425,1400,1425,1397.5,1399,1395,1495,1500,1500,1595,1500,1495,1550,1450,1495,1562.5,1550
"Daytona Beach, FL",86,,,,,,,,,,,,,,,,,,,,,,,,,,1375,1150,1300,1345,1300,1300,1350,1395,1387.5,1300,1300,1300,1395,1400,1375,1375,1300,1295,1350,1375,1375,1337.5,1350,1300,1300,1300,1312.5,1300,1400,1375,1375,1350,1350,1400,1385,1425,1437.5,1450,1395,1475,1485,1495,1450,1437,1400,1400,1450,1450,1500,1500,1499.5,1400,1450,1520,1400,1400,1450,1472.5,1500,1600,1500,1550,1550,1597.5,1650,1600,1600,1600,1675,1600,1600,1720,1710,1601,1695,1700,1711,1690.5,1650,1602,1547.5,1650,1700
"Des Moines, IA",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1522.5,1750,1695,1795,1895,1772.5,1800,1795,1795,1772.5,1897.5,1900,1750,1800,1812.5,1885,1800,1725,1750,1750,1700,1600,1495,1600,1700
"Augusta, GA",88,,,,,,,,,,,,,,,,,,,,,,1300,1300,1350,1350,1350,1200,1200,1200,1195,1200,1200,1225,1250,1250,1250,1295,1300,1297.5,1297.5,1300,1295,1295,1300,1275,1250,1250,1275,1290,1250,1295,1300,1295,1300,1300,1300,1300,1295,1295,1350,1350,1350,1350,1295,1300,1350,1395,1350,1347.5,1300,1349.5,1300,1300,1350,1395,1400,1447.5,1375,1400,1395,1325,1300,1395,1375,1350,1400,1450,1450,1400,1400,1412.5,1450,1395,1395,1395,1362.5,1375,1350,1400,1425,1425,1450,1400,1400,1400,1400,1400,1400
"Melbourne, FL",89,,,,,,1350,1350,1300,1362.5,1300,1350,1397.5,1400,1400,1500,1450,1500,1475,1425,1400,1450,1462.5,1495,1400,1500,1525,1500,1470,1500,1500,1500,1437.5,1500,1500,1500,1467.5,1500,1500,1500,1495,1450,1500,1470,1450,1495,1495,1500,1500,1495,1500,1500,1595,1600,1595,1600,1500,1600,1600,1650,1650,1700,1725,1685,1672.5,1650,1650,1700,1700,1700,1700,1650,1695,1697.5,1700,1600,1650,1700,1650,1700,1700,1600,1750,1650,1712.5,1722.5,1800,1900,1985,1825,1802.5,1850,1800,1800,1800,1877.5,1850,1800,1950,1950,1950,1972.5,2000,1900,1900,1800,1812.5,1825,1850
"Lancaster, PA",90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095,1095,1100,1195,995,1100,1125,1137.5,1200,1175,1175,1197.5,1100,1200,1100,1175,1100,1200,1200,1200,1200,1162.5,1195,1350,1320
"Modesto, CA",91,,,,,,,,,,,,1325,1375,1350,1295,1295,1347.5,1325,1350,1350,1347.5,1350,1395,1297.5,1295,1335,1297.5,1295,1295,1367.5,1450,1312.5,1350,1395,1350,1345,1350,1345,1300,1300,1300,1300,1350,1397.5,1395,1395,1450,1397.5,1395,1395,1395,1400,1399,1400,1420,1425,1397.5,1395,1472.5,1450,1495,1425,1450,1450,1562.5,1495,1495,1500,1512.5,1585,1595,1645,1510,1650,1572.5,1650,1472.5,1600,1650,1650,1550,1695,1595,1650,1695,1725,1697,1725,1775,1772.5,1797.5,1695,1795,1725,1750,1795,1785,1800,1850,1850,1900,1897.5,1937.5,1925,1900,1900,1900,1895
"Portland, ME",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850,2000,2000,1975,2197.5,2095,2100,2200,2150,2000,1800,2000,2000,2100,2375,2500,2600,2595,2450,2200,2100,1997.5,2000,2000,2250
"Durham, NC",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2195,1837.5,1800,1750,1800,1837.5,1900,1795,1795,1700,1737.5,1900,1897.5,1900,1997
"Santa Rosa, CA",94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2750,2950,2850,2925,2900,2950,3000,3200,3200,3100,3100,3000,3000,3450,3500,3600,3500,3500,3500,3500,3500,3500,3490,3300,3350,3200,3300,3300
"Lexington, KY",95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1595,1500,1575,1650,1600,1550,1572.5,1575,1550,1300,1495,1575,1570,1525,1500,1595,1600,1672.5,1595,1550,1550,1575,1750,1650,1650,1750,1760,1650,1700,1600,1625,1595,1597.5,1596,1699,1697.5,1600,1626.5
